CÓDIGO,NOME
P03,FETO E RECÉM-NASCIDO AFETADOS POR OUTRAS COMPLICAÇÕES DO TRABALHO DE PARTO E DO PARTO
P04,FETO E RECÉM-NASCIDO AFETADOS POR INFLUÊNCIAS NOCIVAS TRANSMITIDAS AO FETO VIA PLACENTA OU LEITE MATERNO
P05,CRESCIMENTO FETAL RETARDADO E DESNUTRIÇÃO FETAL
P07,TRANSTORNOS RELACIONADOS COM A GESTAÇÃO DE CURTA DURAÇÃO E PESO BAIXO AO NASCER NÃO CLASSIFICADOS EM OUTRA PARTE
P08,TRANSTORNOS RELACIONADOS COM A GESTAÇÃO PROLONGADA E PESO ELEVADO AO NASCER
P10,LACERAÇÃO INTRACRANIANA E HEMORRAGIA DEVIDAS A TRAUMATISMO DE PARTO
P11,OUTROS TRAUMATISMOS DE PARTO DO SISTEMA NERVOSO CENTRAL
P12,LESÃO DO COURO CABELUDO DEVIDA A TRAUMATISMO DE PARTO
P13,LESÕES DO ESQUELETO DEVIDAS A TRAUMATISMO DE PARTO
P14,LESÕES AO NASCER DO SISTEMA NERVOSO PERIFÉRICO
P15,OUTROS TRAUMATISMOS DE PARTO
P20,HIPÓXIA INTRA-UTERINA
P21,ASFIXIA AO NASCER
P22,DESCONFORTO (ANGÚSTIA) RESPIRATÓRIO(A) DO RECÉM-NASCIDO
P23,PNEUMONIA CONGÊNITA
P24,SÍNDROME DE ASPIRAÇÃO NEONATAL
P25,ENFISEMA INTERSTICIAL E AFECÇÕES CORRELATAS ORIGINADAS NO PERÍODO PERINATAL
P26,HEMORRAGIA PULMONAR ORIGINADA NO PERÍODO PERINATAL
P27,DOENÇA RESPIRATÓRIA CRÔNICA ORIGINADA NO PERÍODO PERINATAL
P28,OUTRAS AFECÇÕES RESPIRATÓRIAS ORIGINADAS NO PERÍODO PERINATAL
P29,TRANSTORNOS CARDIOVASCULARES ORIGINADOS NO PERÍODO PERINATAL
P35,DOENÇAS VIRAIS CONGÊNITAS
P36,SEPTICEMIA BACTERIANA DO RECÉM-NASCIDO
P37,OUTRAS DOENÇAS INFECCIOSAS E PARASITÁRIAS CONGÊNITAS
P38,ONFALITE DO RECÉM-NASCIDO COM OU SEM HEMORRAGIA LEVE
P39,OUTRAS INFECÇÕES ESPECÍFICAS DO PERÍODO PERINATAL
P50,PERDA SANGÜÍNEA FETAL
P51,HEMORRAGIA UMBILICAL DO RECÉM-NASCIDO
P52,HEMORRAGIA INTRACRANIANA NÃO-TRAUMÁTICA DO FETO E DO RECÉM-NASCIDO
P53,DOENÇA HEMORRÁGICA DO FETO E DO RECÉM-NASCIDO
P54,OUTRAS HEMORRAGIAS NEONATAIS
P55,DOENÇA HEMOLÍTICA DO FETO E DO RECÉM-NASCIDO
P56,HIDROPSIA FETAL DEVIDA A DOENÇA HEMOLÍTICA
P57,KERNICTERUS
P58,ICTERÍCIA NEONATAL DEVIDA A OUTRAS HEMÓLISES EXCESSIVAS
P59,ICTERÍCIA NEONATAL DEVIDA A OUTRAS CAUSAS E ÀS NÃO ESPECIFICADAS
P60,COAGULAÇÃO INTRAVASCULAR DISSEMINADA DO FETO E DO RECÉM-NASCIDO
P61,OUTROS TRANSTORNOS HEMATOLÓGICOS PERINATAIS
P70,TRANSTORNOS TRANSITÓRIOS DO METABOLISMO DOS CARBOIDRATOS ESPECÍFICOS DO FETO E DO RECÉM-NASCIDO
P71,TRANSTORNOS TRANSITÓRIOS DO METABOLISMO DO CÁLCIO E DO MAGNÉSIO DO PERÍODO NEONATAL
P72,OUTROS TRANSTORNOS ENDÓCRINOS TRANSITÓRIOS DO PERÍODO NEONATAL
P74,OUTROS DISTÚRBIOS ELETROLÍTICOS E METABÓLICOS TRANSITÓRIOS DO PERÍODO NEONATAL
P75,ÍLEO MECONIAL
P76,OUTRAS OBSTRUÇÕES INTESTINAIS DO RECÉM-NASCIDO
P77,ENTEROCOLITE NECROTIZANTE DO FETO E DO RECÉM-NASCIDO
P78,OUTROS TRANSTORNOS DO APARELHO DIGESTIVO DO PERÍODO PERINATAL
P80,HIPOTERMIA DO RECÉM-NASCIDO
P81,OUTROS DISTÚRBIOS DA REGULAÇÃO TÉRMICA DO RECÉM-NASCIDO
P83,OUTRAS AFECÇÕES COMPROMETENDO O TEGUMENTO ESPECÍFICAS DO FETO E DO RECÉM-NASCIDO
P90,CONVULSÕES DO RECÉM-NASCIDO
P91,OUTROS DISTÚRBIOS DA FUNÇÃO CEREBRAL DO RECÉM-NASCIDO
P92,PROBLEMAS DE ALIMENTAÇÃO DO RECÉM-NASCIDO
P93,REAÇÕES E INTOXICAÇÕES DEVIDAS A DROGAS ADMINISTRADAS AO FETO E AO RECÉM-NASCIDO
P94,TRANSTORNOS DO TÔNUS MUSCULAR DO RECÉM-NASCIDO
P95,MORTE FETAL DE CAUSA NÃO ESPECIFICADA
P96,OUTRAS AFECÇÕES ORIGINADAS NO PERÍODO PERINATAL
Q00,ANENCEFALIA E MALFORMAÇÕES SIMILARES
Q01,ENCEFALOCELE
Q02,MICROCEFALIA
Q03,HIDROCEFALIA CONGÊNITA
Q04,OUTRAS MALFORMAÇÕES CONGÊNITAS DO CÉREBRO
Q05,ESPINHA BÍFIDA
Q06,OUTRAS MALFORMAÇÕES CONGÊNITAS DA MEDULA ESPINHAL
Q07,OUTRAS MALFORMAÇÕES CONGÊNITAS DO SISTEMA NERVOSO
Q10,MALFORMAÇÕES CONGÊNITAS DAS PÁLPEBRAS, DO APARELHO LACRIMAL E DA ÓRBITA
Q11,ANOFTALMIA, MICROFTALMIA E MACROFTALMIA
Q12,MALFORMAÇÕES CONGÊNITAS DO CRISTALINO
Q13,MALFORMAÇÕES CONGÊNITAS DA CÂMARA ANTERIOR DO OLHO
Q14,MALFORMAÇÕES CONGÊNITAS DA CÂMARA POSTERIOR DO OLHO
Q15,OUTRAS MALFORMAÇÕES CONGÊNITAS DO OLHO
Q16,MALFORMAÇÕES CONGÊNITAS DO OUVIDO CAUSANDO COMPROMETIMENTO DA AUDIÇÃO
Q17,OUTRAS MALFORMAÇÕES CONGÊNITAS DA ORELHA
Q18,OUTRAS MALFORMAÇÕES CONGÊNITAS DA FACE E DO PESCOÇO
Q20,MALFORMAÇÕES CONGÊNITAS DAS CÂMARAS E DAS COMUNICAÇÕES CARDÍACAS
Q21,MALFORMAÇÕES CONGÊNITAS DOS SEPTOS CARDÍACOS
Q22,MALFORMAÇÕES CONGÊNITAS DAS VALVAS PULMONAR E TRICÚSPIDE
Q23,MALFORMAÇÕES CONGÊNITAS DAS VALVAS AÓRTICA E MITRAL
Q24,OUTRAS MALFORMAÇÕES CONGÊNITAS DO CORAÇÃO
Q25,MALFORMAÇÕES CONGÊNITAS DAS GRANDES ARTÉRIAS
Q26,MALFORMAÇÕES CONGÊNITAS DAS GRANDES VEIAS
Q27,OUTRAS MALFORMAÇÕES CONGÊNITAS DO SISTEMA VASCULAR PERIFÉRICO
Q28,OUTRAS MALFORMAÇÕES CONGÊNITAS DO APARELHO CIRCULATÓRIO
Q30,MALFORMAÇÃO CONGÊNITA DO NARIZ
Q31,MALFORMAÇÕES CONGÊNITAS DA LARINGE
Q32,MALFORMAÇÕES CONGÊNITAS DA TRAQUÉIA E DOS BRÔNQUIOS
Q33,MALFORMAÇÕES CONGÊNITAS DO PULMÃO
Q34,OUTRAS MALFORMAÇÕES CONGÊNITAS DO APARELHO RESPIRATÓRIO
Q35,FENDA PALATINA
Q36,FENDA LABIAL
Q37,FENDA LABIAL COM FENDA PALATINA
Q38,OUTRAS MALFORMAÇÕES CONGÊNITAS DA LÍNGUA, DA BOCA E DA FARINGE
Q39,MALFORMAÇÕES CONGÊNITAS DO ESÔFAGO
Q40,OUTRAS MALFORMAÇÕES CONGÊNITAS DO TRATO DIGESTIVO SUPERIOR
Q41,AUSÊNCIA, ATRESIA E ESTENOSE CONGÊNITA DO INTESTINO DELGADO
Q42,AUSÊNCIA, ATRESIA E ESTENOSE CONGÊNITA DO CÓLON
Q43,OUTRAS MALFORMAÇÕES CONGÊNITAS DO INTESTINO
Q44,MALFORMAÇÕES CONGÊNITAS DA VESÍCULA BILIAR, DAS VIAS BILIARES E DO FÍGADO
Q45,OUTRAS MALFORMAÇÕES CONGÊNITAS DO APARELHO DIGESTIVO
Q50,MALFORMAÇÕES CONGÊNITAS DOS OVÁRIOS, DAS TROMPAS DE FALÓPIO E DOS LIGAMENTOS LARGOS
Q51,MALFORMAÇÕES CONGÊNITAS DO ÚTERO E DO COLO DO ÚTERO
Q52,OUTRAS MALFORMAÇÕES CONGÊNITAS DOS ÓRGÃOS GENITAIS FEMININOS
Q53,TESTÍCULO NÃO-DESCIDO
Q54,HIPOSPÁDIAS
Q55,OUTRAS MALFORMAÇÕES CONGÊNITAS DOS ÓRGÃOS GENITAIS MASCULINOS
Q56,SEXO INDETERMINADO E PSEUDO-HERMAFRODITISMO
Q60,AGENESIA RENAL E OUTROS DEFEITOS DE REDUÇÃO DO RIM
Q61,DOENÇAS CÍSTICAS DO RIM
Q62,ANOMALIAS CONGÊNITAS OBSTRUTIVAS DA PELVE RENAL E MALFORMAÇÕES CONGÊNITAS DO URETER
Q63,OUTRAS MALFORMAÇÕES CONGÊNITAS DO RIM
Q64,OUTRAS MALFORMAÇÕES CONGÊNITAS DO APARELHO URINÁRIO
Q65,MALFORMAÇÕES CONGÊNITAS DO QUADRIL
Q66,DEFORMIDADES CONGÊNITAS DO PÉ
Q67,DEFORMIDADES OSTEOMUSCULARES CONGÊNITAS DA CABEÇA, DA FACE, DA COLUNA E DO TÓRAX
Q68,OUTRAS DEFORMIDADES OSTEOMUSCULARES CONGÊNITAS
Q69,POLIDACTILIA
Q70,SINDACTILIA
Q71,DEFEITOS, POR REDUÇÃO, DO MEMBRO SUPERIOR
Q72,DEFEITOS, POR REDUÇÃO, DO MEMBRO INFERIOR
Q73,DEFEITOS POR REDUÇÃO DE MEMBRO NÃO ESPECIFICADO
Q74,OUTRAS MALFORMAÇÕES CONGÊNITAS DOS MEMBROS
Q75,OUTRAS MALFORMAÇÕES CONGÊNITAS DOS OSSOS DO CRÂNIO E DA FACE
Q76,MALFORMAÇÕES CONGÊNITAS DA COLUNA VERTEBRAL E DOS OSSOS DO TÓRAX
Q77,OSTEOCONDRODISPLASIA COM ANOMALIAS DE CRESCIMENTO DOS OSSOS LONGOS E DA COLUNA VERTEBRAL
Q78,OUTRAS OSTEOCONDRODISPLASIAS
Q79,MALFORMAÇÕES CONGÊNITAS DO SISTEMA OSTEOMUSCULAR NÃO CLASSIFICADAS EM OUTRA PARTE
Q80,ICTIOSE CONGÊNITA
Q81,EPIDERMÓLISE BOLHOSA
Q82,OUTRAS MALFORMAÇÕES CONGÊNITAS DA PELE
Q83,MALFORMAÇÕES CONGÊNITAS DA MAMA
Q84,OUTRAS MALFORMAÇÕES CONGÊNITAS DO TEGUMENTO
Q85,FACOMATOSES NÃO CLASSIFICADAS EM OUTRA PARTE
Q86,SÍNDROMES COM MALFORMAÇÕES CONGÊNITAS DEVIDAS A CAUSAS EXÓGENAS CONHECIDAS, NÃO CLASSIFICADAS EM OUTRA PARTE
Q87,OUTRAS SÍNDROMES COM MALFORMAÇÕES CONGÊNITAS QUE ACOMETEM MÚLTIPLOS SISTEMAS
Q89,OUTRAS MALFORMAÇÕES CONGÊNITAS NÃO CLASSIFICADAS EM OUTRA PARTE
Q90,SÍNDROME DE DOWN
Q91,SÍNDROME DE EDWARDS E SÍNDROME DE PATAU
Q92,OUTRAS TRISSOMIAS E TRISSOMIAS PARCIAIS DOS AUTOSSOMOS, NÃO CLASSIFICADAS EM OUTRA PARTE
Q93,MONOSSOMIAS E DELEÇÕES DOS AUTOSSOMOS, NÃO CLASSIFICADAS EM OUTRA PARTE
Q95,REARRANJOS EQUILIBRADOS E MARCADORES ESTRUTURAIS, NÃO CLASSIFICADOS EM OUTRA PARTE
Q96,SÍNDROME DE TURNER
Q97,OUTRAS ANOMALIAS DOS CROMOSSOMOS SEXUAIS, FENÓTIPO FEMININO, NÃO CLASSIFICADAS EM OUTRA PARTE
Q98,OUTRAS ANOMALIAS DOS CROMOSSOMOS SEXUAIS, FENÓTIPO MASCULINO, NÃO CLASSIFICADAS EM OUTRA PARTE
Q99,OUTRAS ANOMALIAS DOS CROMOSSOMOS, NÃO CLASSIFICADAS EM OUTRA PARTE
R00,ANORMALIDADES DO BATIMENTO CARDÍACO
R01,SOPROS E OUTROS RUÍDOS CARDÍACOS
R02,GANGRENA NÃO CLASSIFICADA EM OUTRA PARTE
R03,VALOR ANORMAL DA PRESSÃO ARTERIAL SEM DIAGNÓSTICO
R04,HEMORRAGIA DAS VIAS RESPIRATÓRIAS
R05,TOSSE
R06,ANORMALIDADES DA RESPIRAÇÃO
R07,DOR DE GARGANTA E NO PEITO
R09,OUTROS SINTOMAS E SINAIS RELATIVOS AOS APARELHOS CIRCULATÓRIO E RESPIRATÓRIO
R10,DOR ABDOMINAL E PÉLVICA
R11,NÁUSEA E VÔMITOS
R12,PIROSE
R13,DISFAGIA
R14,FLATULÊNCIA E AFECÇÕES CORRELATAS
R15,INCONTINÊNCIA FECAL
R16,HEPATOMEGALIA E ESPLENOMEGALIA NÃO CLASSIFICADAS EM OUTRA PARTE
R17,ICTERÍCIA NÃO ESPECIFICADA
R18,ASCITE
R19,OUTROS SINTOMAS E SINAIS RELATIVOS AO APARELHO DIGESTIVO E AO ABDOME
R20,DISTÚRBIOS DA SENSIBILIDADE CUTÂNEA
R21,ERITEMA E OUTRAS ERUPÇÕES CUTÂNEAS NÃO ESPECIFICADAS
R22,TUMEFAÇÃO, MASSA OU TUMORAÇÃO LOCALIZADAS DA PELE E DO TECIDO SUBCUTÂNEO
R23,OUTRAS ALTERAÇÕES CUTÂNEAS
R25,MOVIMENTOS INVOLUNTÁRIOS ANORMAIS
R26,ANORMALIDADES DA MARCHA E DA MOBILIDADE
R27,OUTROS DISTÚRBIOS DA COORDENAÇÃO
R29,OUTROS SINTOMAS E SINAIS RELATIVOS AOS SISTEMAS NERVOSO E OSTEOMUSCULAR
R30,DOR ASSOCIADA À MICÇÃO
R31,HEMATÚRIA NÃO ESPECIFICADA
R32,INCONTINÊNCIA URINÁRIA NÃO ESPECIFICADA
R33,RETENÇÃO URINÁRIA
R34,ANÚRIA E OLIGÚRIA
R35,POLIÚRIA
R36,SECREÇÃO URETRAL
R39,OUTROS SINTOMAS E SINAIS RELATIVOS AO APARELHO URINÁRIO
R40,SONOLÊNCIA, ESTUPOR E COMA
R41,OUTROS SINTOMAS E SINAIS RELATIVOS À FUNÇÃO COGNITIVA E À CONSCIÊNCIA
R42,TONTURA E INSTABILIDADE
R43,DISTÚRBIOS DO OLFATO E DO PALADAR
R44,OUTROS SINTOMAS E SINAIS RELATIVOS ÀS SENSAÇÕES E ÀS PERCEPÇÕES GERAIS
R45,SINTOMAS E SINAIS RELATIVOS AO ESTADO EMOCIONAL
R46,SINTOMAS E SINAIS RELATIVOS À APARÊNCIA E AO COMPORTAMENTO
R47,DISTÚRBIOS DA FALA NÃO CLASSIFICADOS EM OUTRA PARTE
R48,DISLEXIA E OUTRAS DISFUNÇÕES SIMBÓLICAS, NÃO CLASSIFICADAS EM OUTRA PARTE
R49,DISTÚRBIOS DA VOZ
R50,FEBRE DE ORIGEM DESCONHECIDA E DE OUTRAS ORIGENS
R51,CEFALÉIA
R52,DOR NÃO CLASSIFICADA EM OUTRA PARTE
R53,MAL ESTAR, FADIGA
R54,SENILIDADE
R55,SÍNCOPE E COLAPSO
R56,CONVULSÕES, NÃO CLASSIFICADAS EM OUTRA PARTE
R57,CHOQUE NÃO CLASSIFICADO EM OUTRA PARTE
R58,HEMORRAGIA NÃO CLASSIFICADA EM OUTRA PARTE
R59,AUMENTO DE VOLUME DOS GÂNGLIOS LINFÁTICOS
R60,EDEMA NÃO CLASSIFICADO EM OUTRA PARTE
R61,HIPERIDROSE
R62,RETARDO DO DESENVOLVIMENTO FISIOLÓGICO NORMAL
R63,SINTOMAS E SINAIS RELATIVOS À INGESTÃO DE ALIMENTOS E LÍQUIDOS
R64,CAQUEXIA
R68,OUTROS SINTOMAS E SINAIS GERAIS
R69,CAUSAS DESCONHECIDAS E NÃO ESPECIFICADAS DE MORBIDADE
R70,VELOCIDADE DE HEMOSSEDIMENTAÇÃO ELEVADA E OUTRAS ANORMALIDADES DA VISCOSIDADE PLASMÁTICA
R71,ANORMALIDADE DAS HEMÁCIAS
R72,ANORMALIDADE DOS LEUCÓCITOS NÃO CLASSIFICADA EM OUTRA PARTE
R73,AUMENTO DA GLICEMIA
R74,ANORMALIDADES DOS NÍVEIS DE ENZIMAS SÉRICAS
R75,EVIDÊNCIA LABORATORIAL DO VÍRUS DA IMUNODEFICIÊNCIA HUMANA [HIV]
R76,OUTROS ACHADOS IMUNOLÓGICOS ANORMAIS NO SORO
R77,OUTRAS ANORMALIDADES DAS PROTEÍNAS PLASMÁTICAS
R78,PRESENÇA DE DROGAS E DE OUTRAS SUBSTÂNCIAS NORMALMENTE NÃO ENCONTRADAS NO SANGUE
R79,OUTROS ACHADOS ANORMAIS DE EXAMES QUÍMICOS DO SANGUE
R80,PROTEINÚRIA ISOLADA
R81,GLICOSÚRIA
R82,OUTROS ACHADOS ANORMAIS NA URINA
R83,ACHADOS ANORMAIS NO LÍQUIDO CEFALORRAQUIDIANO
R84,ACHADOS ANORMAIS DE MATERIAL PROVENIENTE DOS ÓRGÃOS RESPIRATÓRIOS E DO TÓRAX
R85,ACHADOS ANORMAIS DE MATERIAL PROVENIENTE DOS ÓRGÃOS DIGESTIVOS E DA CAVIDADE ABDOMINAL
R86,ACHADOS ANORMAIS DE MATERIAL PROVENIENTE DOS ÓRGÃOS GENITAIS MASCULINOS
R87,ACHADOS ANORMAIS DE MATERIAL PROVENIENTE DOS ÓRGÃOS GENITAIS FEMININOS
R89,ACHADOS ANORMAIS DE MATERIAL PROVENIENTE DE OUTROS ÓRGÃOS, APARELHOS, SISTEMAS E TECIDOS
R90,RESULTADOS ANORMAIS DE EXAMES PARA DIAGNÓSTICO POR IMAGEM DO SISTEMA NERVOSO CENTRAL
R91,ACHADOS ANORMAIS, DE EXAMES PARA DIAGNÓSTICO POR IMAGEM, DO PULMÃO
R92,ACHADOS ANORMAIS, DE EXAMES PARA DIAGNÓSTICO POR IMAGEM, DA MAMA
R93,ACHADOS ANORMAIS DE EXAMES PARA DIAGNÓSTICO POR IMAGEM DE OUTRAS ESTRUTURAS DO CORPO
R94,RESULTADOS ANORMAIS DE ESTUDOS DE FUNÇÃO
R95,SÍNDROME DA MORTE SÚBITA NA INFÂNCIA
R96,OUTRAS MORTES SÚBITAS DE CAUSA DESCONHECIDA
R98,MORTE SEM ASSISTÊNCIA
R99,OUTRAS CAUSAS MAL DEFINIDAS E AS NÃO ESPECIFICADAS DE MORTALIDADE
S00,TRAUMATISMO SUPERFICIAL DA CABEÇA
S01,FERIMENTO DA CABEÇA
S02,FRATURA DO CRÂNIO E DOS OSSOS DA FACE
S03,LUXAÇÃO, ENTORSE OU DISTENSÃO DAS ARTICULAÇÕES E DOS LIGAMENTOS DA CABEÇA
S04,TRAUMATISMO DOS NERVOS CRANIANOS
S05,TRAUMATISMO DO OLHO E DA ÓRBITA OCULAR
S06,TRAUMATISMO INTRACRANIANO
S07,LESÕES POR ESMAGAMENTO DA CABEÇA
S08,AMPUTAÇÃO TRAUMÁTICA DE PARTE DA CABEÇA
S09,OUTROS TRAUMATISMOS DA CABEÇA E OS NÃO ESPECIFICADOS
S10,TRAUMATISMO SUPERFICIAL DO PESCOÇO
S11,FERIMENTO DO PESCOÇO
S12,FRATURA DO PESCOÇO
S13,LUXAÇÃO, ENTORSE OU DISTENSÃO DAS ARTICULAÇÕES E DOS LIGAMENTOS DO PESCOÇO
S14,TRAUMATISMO DE NERVOS E DA MEDULA ESPINHAL AO NÍVEL CERVICAL
S15,TRAUMATISMO DOS VASOS SANGÜÍNEOS AO NÍVEL DO PESCOÇO
S16,TRAUMATISMO DE TENDÕES E DE MÚSCULOS DO PESCOÇO
S17,LESÕES POR ESMAGAMENTO DO PESCOÇO
S18,AMPUTAÇÃO TRAUMÁTICA AO NÍVEL DO PESCOÇO
S19,OUTROS TRAUMATISMOS DO PESCOÇO E OS NÃO ESPECIFICADOS
S20,TRAUMATISMO SUPERFICIAL DO TÓRAX
S21,FERIMENTO DO TÓRAX
S22,FRATURA DE COSTELA(S), ESTERNO E COLUNA TORÁCICA
S23,LUXAÇÃO, ENTORSE E DISTENSÃO DE ARTICULAÇÕES E DOS LIGAMENTOS DO TÓRAX
S24,TRAUMATISMOS DE NERVOS E DA MEDULA ESPINHAL AO NÍVEL DO TÓRAX
S25,TRAUMATISMO DE VASOS SANGÜÍNEOS DO TÓRAX
S26,TRAUMATISMO DO CORAÇÃO
S27,TRAUMATISMO DE OUTROS ÓRGÃOS INTRATORÁCICOS E DOS NÃO ESPECIFICADOS
S28,LESÃO POR ESMAGAMENTO DO TÓRAX E AMPUTAÇÃO TRAUMÁTICA DE PARTE DO TÓRAX
S29,OUTROS TRAUMATISMOS DO TÓRAX E OS NÃO ESPECIFICADOS
S30,TRAUMATISMO SUPERFICIAL DO ABDOME, DO DORSO E DA PELVE
S31,FERIMENTO DO ABDOME, DO DORSO E DA PELVE
S32,FRATURA DA COLUNA LOMBAR E DA PELVE
S33,LUXAÇÃO, ENTORSE OU DISTENSÃO DAS ARTICULAÇÕES E DOS LIGAMENTOS DA COLUNA LOMBAR E DA PELVE
S34,TRAUMATISMO DOS NERVOS E DA MEDULA LOMBAR AO NÍVEL DO ABDOME, DO DORSO E DA PELVE
S35,TRAUMATISMO DE VASOS SANGÜÍNEOS AO NÍVEL DO ABDOME, DO DORSO E DA PELVE
S36,TRAUMATISMO DE ÓRGÃOS INTRA-ABDOMINAIS
S37,TRAUMATISMO DO APARELHO URINÁRIO E DE ÓRGÃOS PÉLVICOS
S38,LESÃO POR ESMAGAMENTO E AMPUTAÇÃO TRAUMÁTICA DE PARTE DO ABDOME, DO DORSO E DA PELVE
S39,OUTROS TRAUMATISMOS E OS NÃO ESPECIFICADOS DO ABDOME, DO DORSO E DA PELVE
S40,TRAUMATISMO SUPERFICIAL DO OMBRO E DO BRAÇO
S41,FERIMENTO DO OMBRO E DO BRAÇO
S42,FRATURA DO OMBRO E DO BRAÇO
S43,LUXAÇÃO, ENTORSE E DISTENSÃO DAS ARTICULAÇÕES E DOS LIGAMENTOS DA CINTURA ESCAPULAR
S44,TRAUMATISMO DE NERVOS AO NÍVEL DO OMBRO E DO BRAÇO
S45,TRAUMATISMO DOS VASOS SANGÜÍNEOS AO NÍVEL DO OMBRO E DO BRAÇO
S46,TRAUMATISMO DE TENDÃO E MÚSCULO AO NÍVEL DO OMBRO E DO BRAÇO
S47,LESÃO POR ESMAGAMENTO DO OMBRO E DO BRAÇO
S48,AMPUTAÇÃO TRAUMÁTICA DO OMBRO E DO BRAÇO
S49,OUTROS TRAUMATISMOS E OS NÃO ESPECIFICADOS DO OMBRO E DO BRAÇO
S50,TRAUMATISMO SUPERFICIAL DO COTOVELO E DO ANTEBRAÇO
S51,FERIMENTO DO ANTEBRAÇO
S52,FRATURA DO ANTEBRAÇO
S53,LUXAÇÃO, ENTORSE E DISTENSÃO DAS ARTICULAÇÕES E DOS LIGAMENTOS DO COTOVELO
S54,TRAUMATISMO DE NERVOS AO NÍVEL DO ANTEBRAÇO
S55,TRAUMATISMO DE VASOS SANGÜÍNEOS AO NÍVEL DO ANTEBRAÇO
S56,TRAUMATISMO DO MÚSCULO E TENDÃO AO NÍVEL DO ANTEBRAÇO
S57,LESÃO POR ESMAGAMENTO DO ANTEBRAÇO
S58,AMPUTAÇÃO TRAUMÁTICA DO COTOVELO E DO ANTEBRAÇO
S59,OUTROS TRAUMATISMOS DO ANTEBRAÇO E OS NÃO ESPECIFICADOS
S60,TRAUMATISMO SUPERFICIAL DO PUNHO E DA MÃO
S61,FERIMENTO DO PUNHO E DA MÃO
S62,FRATURA AO NÍVEL DO PUNHO E DA MÃO
S63,LUXAÇÃO, ENTORSE E DISTENSÃO DAS ARTICULAÇÕES E DOS LIGAMENTOS AO NÍVEL DO PUNHO E DA MÃO
S64,TRAUMATISMO DE NERVOS AO NÍVEL DO PUNHO E DA MÃO
S65,TRAUMATISMO DE VASOS SANGÜÍNEOS AO NÍVEL DO PUNHO E DA MÃO
S66,TRAUMATISMO DE MÚSCULO E TENDÃO AO NÍVEL DO PUNHO E DA MÃO
S67,LESÃO POR ESMAGAMENTO DO PUNHO E DA MÃO
S68,AMPUTAÇÃO TRAUMÁTICA AO NÍVEL DO PUNHO E DA MÃO
S69,OUTROS TRAUMATISMOS E OS NÃO ESPECIFICADOS DO PUNHO E DA MÃO
S70,TRAUMATISMO SUPERFICIAL DO QUADRIL E DA COXA
S71,FERIMENTO DO QUADRIL E DA COXA
S72,FRATURA DO FÊMUR
S73,LUXAÇÃO, ENTORSE E DISTENSÃO DA ARTICULAÇÃO E DOS LIGAMENTOS DO QUADRIL
S74,TRAUMATISMO DE NERVOS AO NÍVEL DO QUADRIL E DA COXA
S75,TRAUMATISMO DE VASOS SANGÜÍNEOS AO NÍVEL DO QUADRIL E DA COXA
S76,TRAUMATISMO DE MÚSCULO E DE TENDÃO AO NÍVEL DO QUADRIL E DA COXA
S77,LESÃO POR ESMAGAMENTO DO QUADRIL E DA COXA
S78,AMPUTAÇÃO TRAUMÁTICA DO QUADRIL E DA COXA
S79,OUTROS TRAUMATISMOS E OS NÃO ESPECIFICADOS DO QUADRIL E DA COXA
S80,TRAUMATISMO SUPERFICIAL DA PERNA
S81,FERIMENTO DA PERNA
S82,FRATURA DA PERNA, INCLUINDO TORNOZELO
S83,LUXAÇÃO, ENTORSE E DISTENSÃO DAS ARTICULAÇÕES E DOS LIGAMENTOS DO JOELHO
S84,TRAUMATISMO DE NERVOS PERIFÉRICOS DA PERNA
S85,TRAUMATISMO DE VASOS SANGÜÍNEOS DA PERNA
S86,TRAUMATISMOS DE MÚSCULO E DE TENDÃO AO NÍVEL DA PERNA
S87,TRAUMATISMO POR ESMAGAMENTO DA PERNA
S88,AMPUTAÇÃO TRAUMÁTICA DA PERNA
S89,OUTROS TRAUMATISMOS E OS NÃO ESPECIFICADOS DA PERNA
S90,TRAUMATISMO SUPERFICIAL DO TORNOZELO E DO PÉ
S91,FERIMENTOS DO TORNOZELO E DO PÉ
S92,FRATURA DO PÉ (EXCETO DO TORNOZELO)
S93,LUXAÇÃO, ENTORSE E DISTENSÃO DAS ARTICULAÇÕES E DOS LIGAMENTOS AO NÍVEL DO TORNOZELO E DO PÉ
S94,TRAUMATISMO DOS NERVOS AO NÍVEL DO TORNOZELO E DO PÉ
S95,TRAUMATISMO DE VASOS SANGÜÍNEOS AO NÍVEL DO TORNOZELO E DO PÉ
S96,TRAUMATISMOS DO MÚSCULO E TENDÃO AO NÍVEL DO TORNOZELO E DO PÉ
S97,LESÃO POR ESMAGAMENTO DO TORNOZELO E DO PÉ
S98,AMPUTAÇÃO TRAUMÁTICA DO TORNOZELO E DO PÉ
S99,OUTROS TRAUMATISMOS E OS NÃO ESPECIFICADOS DO TORNOZELO E DO PÉ
T00,TRAUMATISMOS SUPERFICIAIS ENVOLVENDO MÚLTIPLAS REGIÕES DO CORPO
T01,FERIMENTOS ENVOLVENDO MÚLTIPLAS REGIÕES DO CORPO
T02,FRATURAS ENVOLVENDO MÚLTIPLAS REGIÕES DO CORPO
T03,LUXAÇÕES, ENTORSES E DISTENSÕES ENVOLVENDO REGIÕES MÚLTIPLAS DO CORPO
T04,TRAUMATISMOS POR ESMAGAMENTO ENVOLVENDO MÚLTIPLAS REGIÕES DO CORPO
